,Train Loss,Val Loss
148,5.618661588268279,6.450908233759346
149,5.606186657688928,6.505423652944973
150,5.624761193670682,6.459904142143109
151,5.584044586248693,6.463045322108659
152,5.6467680658855866,6.698649245748808
153,5.579168068790512,6.383786764000083
154,5.547275216796012,6.422110457988314
155,5.567398681626983,6.476250414823207
156,5.604784862353648,6.379719337032918
157,5.543258724464265,6.405808390606799
158,5.545208195480643,6.376504964437418
159,5.573242911569992,6.384026684915656
160,5.562992890937842,6.25118385115934
161,5.588878488639409,6.22274329451617
162,5.540670896833478,6.410601812982885
163,5.477865151827957,6.58426967184776
164,5.535142201574667,6.35801182985276
165,5.565928723197554,6.354140599078341
166,5.472869849135638,6.389164539238436
167,5.4590199017387295,6.166976234075701
168,5.515834272421447,6.3193064091121816
169,5.551728332379402,6.36845938433613
170,5.522408185696568,6.157526280315984
171,5.418374339271511,6.223178536741353
172,5.456066336342799,6.198900598272237
173,5.4112291582595,6.3965707362856925
174,5.458662496415919,6.300633918920416
175,5.452101304422397,6.472766052576399
176,5.467522885792028,6.102154960609803
177,5.420091950241441,6.315780719203026
178,5.314779610535247,6.260031471438755
179,5.288139536865263,6.182712118832508
180,5.170862684173807,6.095132693824957
181,5.130015188249209,6.136556455093656
182,5.176371048290557,5.878898309637178
183,5.045544074914646,5.756285722545578
184,5.052344860692895,5.775641567933911
185,5.0233452189642165,5.746022176879614
186,5.055344277217096,5.768043812570941
187,5.1296109311039055,5.875445888456422
188,4.970028448120138,5.816948459526532
189,4.993371993664468,5.915702174587249
190,5.009291494972905,6.1153488287160895
191,5.117873067742335,5.736781215041989
192,5.248280607014741,5.855025550564616
193,4.934826592018605,5.870251540978497
194,4.993155189601414,6.05288283101125
195,4.981187727194992,5.9139497741200735
196,4.930095324121992,5.846675376368116
197,5.020521735476638,5.957719933246342
198,4.856471384279868,5.74649587156692
199,4.9365326178289815,5.60069534317439
