,Train Loss,Val Loss
0,68.5650927681025,32.901725578179395
1,29.080571824830226,26.691749764759464
2,27.273996450218128,25.633071570406955
3,25.901251499317166,25.047049445367843
4,22.90277910199152,21.096244216118837
5,19.725038126689277,18.80268149828406
6,18.869971249406593,19.13941936208177
7,18.589498224380648,17.593445526167116
8,17.151180295697646,16.925279853525403
9,16.70680322494204,16.295450178503753
10,15.95359966415337,15.671485131870915
11,14.90178245773896,14.952844668620523
12,14.040367256755916,14.07996585178811
13,13.164898164279304,13.385282127186716
14,11.961247922753765,12.173086744558216
15,10.863353280248232,11.236398615347888
16,10.277116324094486,10.862598383264194
17,9.951019475696215,10.654248524264963
18,9.869991805686572,10.44222406113334
19,9.627192986562763,10.319289689893631
20,9.522298578968119,10.203860130014181
21,9.356022228833734,10.055019158112193
22,9.306625643095131,9.945958519512702
23,9.218895200871318,9.805681901794625
24,9.107802172065275,9.812807794810944
25,9.138669551353042,9.746853840334152
26,9.038578935342565,9.737707601506406
27,9.024911480778206,9.638868107383693
28,8.953945078070685,9.647273979037827
29,8.963079479178255,9.627839837933927
30,8.928971037333753,9.625207291363761
31,8.923462476325035,9.533493691721098
32,8.847771895313768,9.592729860759992
33,8.83288859624149,9.497597114015697
34,8.843809584481633,9.372623810471925
35,8.844751239019082,9.427298702087933
36,8.790365374422112,9.465102998222351
37,8.763778525835056,9.282240759754268
38,8.671244389422482,9.418717578763694
39,8.529809447795204,8.835219902233701
40,8.252021145115835,8.65233905803227
41,8.114462760913426,8.816846896642113
42,8.056628788217278,8.604102124829954
43,7.983355007397294,8.474642562760089
44,7.987448713341193,8.543098757619207
45,7.946109576803705,8.559304077847685
46,7.907994751915598,8.488960186879643
47,7.839788408334761,8.470951307725079
48,7.825590652860396,8.86221167192446
49,7.737982390492764,8.50665669386855
50,7.711443836725539,8.52435724133596
51,7.653495231409671,8.353066065006775
52,7.545403189526019,8.220857071776216
53,7.49437309192071,8.13668639477168
54,7.348962468797097,8.140456046735483
55,7.236297291348311,7.964996975492257
56,7.177639201751403,7.876466549846687
57,7.117674187875538,7.96354375734595
58,7.091365713625612,7.859160565621538
59,7.068369230961444,7.617961952580107
60,7.026232936772127,7.882836276423642
61,6.981539887715991,8.020312774487273
62,6.993390219237157,7.631229144966639
63,6.934514748505517,7.719354579153964
64,6.917552894322615,7.728164965558417
65,6.855617215734289,7.564336869322572
66,6.90747884275236,7.578758358634679
67,6.8714959163727265,7.656071872572953
68,6.861733526874205,7.6019184957194454
69,6.8657440454587295,7.634795881411397
70,6.866427072850918,7.753505958331555
71,6.788851521895185,7.562594138588285
72,6.7673600890087835,7.436478258670978
73,6.796308952732435,7.828046280754157
74,6.723176514877934,7.603057871928267
75,6.690718540776651,7.619197080210196
76,6.741415215581532,7.612842185252619
77,6.751778864919534,7.721532927726997
78,6.753078521703759,7.842648262495335
79,6.751928165294867,8.056767763387409
80,6.73547839969215,7.986321650455988
81,6.760808876397724,7.97724589989852
82,6.658032135397295,7.404514706103782
83,6.332278175388137,7.3960101723072285
84,6.270423732778505,7.167733529236017
85,6.242629656087013,7.122308565244763
86,6.258163040804355,7.054076987851229
87,6.2221815404287915,7.45252871027919
88,6.204338017153229,7.154948897636089
89,6.185319536412106,7.208587749115073
90,6.0918981060269966,7.00658006642195
91,6.052733547895914,6.980634145203001
92,6.060943372441221,6.91429116485537
93,6.053943234567445,6.720627808683487
94,5.99741843225552,6.830447007130055
95,6.024717027414744,6.741908420470958
96,5.97440020234069,6.787668044007353
97,6.002736633474433,6.875221143366385
98,5.978001402297634,6.784657432315981
99,5.967718584789987,6.698341508208994
100,5.939250401884472,6.681297860157709
101,5.9534403628120325,6.682688007625326
102,5.922020278934677,6.592302677066409
103,5.886103228525923,6.679163005514922
104,5.92399007086851,6.785551945702464
105,5.9425340120210635,6.667790020462936
106,5.9283137533582,6.616449750959163
107,5.905266665113378,6.642218474293148
108,5.8777782887830545,6.740059124920659
109,5.863369559348673,6.495805971359508
110,5.856074127225667,6.372762639687109
111,5.818716508614916,6.544333350797746
112,5.821477241690502,6.520925441469306
113,5.817868935800389,6.408504619040411
114,5.88260829221197,6.398800294468708
115,5.743697136846779,6.36998272928581
116,5.81644586079078,6.524769255446232
117,5.864799558509425,6.458839508390607
118,5.757562320020242,6.5907800402120875
119,5.813866565819444,6.387304827386203
120,5.8115823561047035,6.499749751886153
121,5.777326876720121,6.676880055655942
122,5.798859027778719,6.410523725836075
123,5.802246294832616,6.413153039372497
124,5.797545283499104,6.759565740136839
125,5.804032868792991,6.541880170791717
126,5.7622776029382505,6.4684927732797926
127,5.7554527038256476,6.6360740286858695
128,5.852232320123629,6.546547699008876
129,5.792148596245178,6.514337338386507
130,5.741056348584533,6.4725892253460025
131,5.640370911723736,6.489302537985215
132,5.735442521672534,6.663217417445094
133,5.756777347949821,6.712698089596374
134,5.751493581763991,6.633864678596965
135,5.667296045474078,6.6608437184597875
136,5.7405886400896255,6.661953532363494
137,5.7639646080495,6.463069188353959
138,5.686967779325757,6.602877787928214
139,5.695790868070235,6.526272013931625
140,5.65707318188795,6.499680444434574
141,5.702371204287093,6.5838504877704525
142,5.691173036193207,6.44387179980776
143,5.574326989813241,6.652143206018533
144,5.649748969484462,6.403217295790856
145,5.696051442981433,6.46303721999148
146,5.596540996587609,6.351608123682265
147,5.6552621834586185,6.600619935200658
